Index,Action,TimeStamp,Object,// Reference is Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordStart,2021-02-24T11:06:02.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordEnd,2021-02-24T11:07:02.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordName,5b3f5d2c-9ea0-47a6-aa35-7551cfdaa330.mp4,collectedData,[accData,[accDate,2021-02-24T11:06:02.117,accInterval,0.1,accXyz,[x,-0.062249243,y,-0.18674773,z,9.787796020507812],degree,0,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:52.456,beaconInterval,50.4,beaconData,[distance,1.015216136,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:52.816,beaconInterval,50.8,beaconData,[distance,1.471406378,major,10001,minor,19641,proximity,near,rssi,-65,uuid,fda50693-a4e2-4fb1-afcf-c6eb07647825],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:52.978,beaconInterval,51,beaconData,[distance,1.298998964,major,100,minor,2,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:53.265,beaconInterval,51.3,beaconData,[distance,1.015216136,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:53.554,beaconInterval,51.5,beaconData,[distance,1.015216136,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:54.036,beaconInterval,52,beaconData,[distance,1.155203863,major,100,minor,1,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:54.585,beaconInterval,52.6,beaconData,[distance,1.302204267,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:54.916,beaconInterval,52.9,beaconData,[distance,1.13799335,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:55.127,beaconInterval,53.1,beaconData,[distance,1.014930461,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:55.417,beaconInterval,53.4,beaconData,[distance,1.311740433,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:55.666,beaconInterval,53.7,beaconData,[distance,1.013290742,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:55.958,beaconInterval,53.9,beaconData,[distance,1.13400527,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:56.150,beaconInterval,54.1,beaconData,[distance,1.016933344,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:56.462,beaconInterval,54.4,beaconData,[distance,1.016933344,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:56.810,beaconInterval,54.8,beaconData,[distance,1.13799335,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:56.979,beaconInterval,55,beaconData,[distance,1.2996213,major,100,minor,2,proximity,near,rssi,-67,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:57.276,beaconInterval,55.3,beaconData,[distance,1.020961273,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:57.469,beaconInterval,55.5,beaconData,[distance,1.13816983,major,100,minor,4,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:57.830,beaconInterval,55.8,beaconData,[distance,1.136231039,major,100,minor,4,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:57.971,beaconInterval,56,beaconData,[distance,1.136452338,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:58.550,beaconInterval,56.5,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:58.735,beaconInterval,56.7,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:59.085,beaconInterval,57.1,beaconData,[distance,1.024946186,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:59.391,beaconInterval,57.4,beaconData,[distance,1.278809734,major,100,minor,2,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:59.543,beaconInterval,57.5,beaconData,[distance,1.142063882,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:59.816,beaconInterval,57.8,beaconData,[distance,1.027058916,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:07:00.082,beaconInterval,58.1,beaconData,[distance,1.249937846,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:07:00.347,beaconInterval,58.3,beaconData,[distance,1.026912953,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:07:00.722,beaconInterval,58.7,beaconData,[distance,1.144019169,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:07:01.074,beaconInterval,59.1,beaconData,[distance,1.176989521,major,100,minor,1,proximity,near,rssi,-65,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:07:01.260,beaconInterval,59.2,beaconData,[distance,1.178114966,major,100,minor,1,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:07:01.376,beaconInterval,59.4,beaconData,[distance,1.142063882,major,100,minor,4,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:07:01.750,beaconInterval,59.7,beaconData,[distance,1.027058916,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:07:02.028,beaconInterval,60,beaconData,[distance,1.027058916,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0]],wifiData,[wifiDate,2021-02-24T11:06:03.354,wifiInterval,1.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75]
wifiDate,2021-02-24T11:06:03.376,wifiInterval,1.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:03.396,wifiInterval,1.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:03.410,wifiInterval,1.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:03.422,wifiInterval,1.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:03.572,wifiInterval,1.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:03.872,wifiInterval,1.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:04.085,wifiInterval,2.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:04.337,wifiInterval,2.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:04.625,wifiInterval,2.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:04.852,wifiInterval,2.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:05.071,wifiInterval,3.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-75],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:05.320,wifiInterval,3.3,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:06.262,wifiInterval,4.2,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:06.419,wifiInterval,4.4,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:06.469,wifiInterval,4.5,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:06.801,wifiInterval,4.8,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:07.130,wifiInterval,5.1,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:07.484,wifiInterval,5.5,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:07.713,wifiInterval,5.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:07.793,wifiInterval,5.8,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:07.834,wifiInterval,5.8,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:08.034,wifiInterval,6,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:08.250,wifiInterval,6.2,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:08.682,wifiInterval,6.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:08.834,wifiInterval,6.8,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:09.112,wifiInterval,7.1,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:09.285,wifiInterval,7.3,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:09.426,wifiInterval,7.4,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:09.730,wifiInterval,7.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:10.052,wifiInterval,8,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:10.391,wifiInterval,8.4,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:10.534,wifiInterval,8.5,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:10.658,wifiInterval,8.6,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:11.050,wifiInterval,9,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:11.280,wifiInterval,9.3,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:11.433,wifiInterval,9.4,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:11.721,wifiInterval,9.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:11.950,wifiInterval,9.9,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:12.224,wifiInterval,10.2,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:12.409,wifiInterval,10.4,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:12.756,wifiInterval,10.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:12.945,wifiInterval,10.9,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:13.201,wifiInterval,11.2,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:13.535,wifiInterval,11.5,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:13.675,wifiInterval,11.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:13.972,wifiInterval,12,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:14.173,wifiInterval,12.2,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:14.500,wifiInterval,12.5,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:14.672,wifiInterval,12.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:14.923,wifiInterval,12.9,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:15.227,wifiInterval,13.2,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:15.423,wifiInterval,13.4,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:15.713,wifiInterval,13.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:15.964,wifiInterval,14,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:16.262,wifiInterval,14.2,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:16.458,wifiInterval,14.4,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:16.760,wifiInterval,14.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:17.012,wifiInterval,15,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
